respondent_id,age,gender,region,monthly_income_band,household_size,primary_shopping_channel,most_purchased_category,monthly_fmcg_spend_idr,purchase_frequency_per_month,brand_switching_frequency,promotion_response,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,quality_orientation_1,quality_orientation_2,quality_orientation_3,health_orientation_1,health_orientation_2,health_orientation_3,sustainability_orientation_1,sustainability_orientation_2,sustainability_orientation_3,digital_influence_1,digital_influence_2,digital_influence_3,convenience_orientation_1,convenience_orientation_2,convenience_orientation_3,brand_trust_1,brand_trust_2,brand_trust_3,new_product_intention_1,new_product_intention_2,new_product_intention_3
R0676,37,Woman,Sulawesi,IDR 5–10M,4,Supermarket,Home care,1280000,12,Never,3.0,4,4,4,4,4,4,3,4,3,2,2,3.0,3,3,4,5,5,5,4,5,5,2,2,2
R0677,34,Woman,Java,IDR 5–10M,1,E-commerce,Personal care,690000,8,Often,4.0,2,2,2,4,4,4,3,2,3,4,4,4.0,5,3,4,4,4,4,4,3,4,4,3,4
R0678,20,Man,Bali & Nusa Tenggara,< IDR 5M,6,Supermarket,Home care,1130000,8,Rarely,3.0,3,3,3,4,4,4,4,5,4,4,3,4.0,4,4,3,3,3,2,3,3,4,3,3,3
R0679,36,Man,Java,IDR 5–10M,6,E-commerce,Home care,720000,12,Rarely,3.0,3,2,2,3,4,4,3,3,3,4,3,3.0,2,3,2,5,4,5,3,3,4,3,4,3
R0680,39,Man,Java,IDR 10–20M,1,Minimarket,Personal care,1410000,14,Often,3.0,2,3,2,3,3,2,3,3,3,4,4,3.0,4,3,3,5,4,5,3,4,3,3,4,4
R0681,20,Woman,Java,< IDR 5M,3,E-commerce,Food & beverages,940000,10,Often,3.0,3,4,3,3,3,3,4,4,4,3,3,3.0,5,5,5,3,4,4,3,2,3,5,4,5
R0682,38,Man,Java,IDR 10–20M,5,Supermarket,Home care,1360000,10,Rarely,2.0,3,3,3,4,4,4,3,3,4,3,2,2.0,2,3,3,5,4,4,5,5,5,3,3,3
R0683,44,Woman,Java,IDR 10–20M,2,Minimarket,Food & beverages,1090000,8,Rarely,3.0,3,3,3,4,5,4,4,4,5,3,4,4.0,3,4,3,5,3,3,3,4,4,4,5,4
R0684,27,Woman,Java,> IDR 20M,3,Minimarket,Food & beverages,960000,9,Rarely,5.0,4,4,5,4,3,3,3,3,3,3,3,3.0,3,3,3,2,3,3,3,2,2,3,3,3
R0685,38,Woman,Sumatra,IDR 10–20M,3,Traditional market,Home care,1620000,9,Rarely,2.0,1,3,2,4,3,4,5,5,5,3,4,4.0,2,4,3,4,3,3,4,4,5,4,4,4
R0686,32,Man,Sumatra,IDR 5–10M,3,Supermarket,Personal care,450000,7,Sometimes,4.0,4,4,5,3,3,4,3,3,3,2,1,2.0,3,4,3,4,4,4,3,3,2,3,3,4
R0687,41,Woman,Sumatra,> IDR 20M,3,Traditional market,Food & beverages,860000,4,Sometimes,5.0,4,5,4,4,4,4,3,2,3,3,3,3.0,4,4,4,3,3,3,3,3,3,3,3,2
R0688,31,Woman,Java,IDR 10–20M,3,Supermarket,Food & beverages,1360000,7,Often,4.0,3,3,3,4,3,3,3,3,4,4,4,3.0,4,4,4,5,4,4,3,3,3,5,4,4
R0689,43,Man,Java,> IDR 20M,5,Minimarket,Personal care,1750000,13,Sometimes,3.0,3,3,2,4,4,4,4,4,4,4,4,4.0,4,3,3,3,3,4,5,5,4,4,4,4
R0690,18,Woman,Java,IDR 10–20M,2,Traditional market,Home care,1140000,8,Sometimes,4.0,4,4,4,4,4,4,3,3,3,4,3,4.0,4,4,4,4,4,4,2,2,2,4,4,4
R0691,35,Woman,Sumatra,IDR 5–10M,2,Minimarket,Personal care,820000,9,Rarely,3.0,3,3,3,3,4,4,3,3,3,3,3,3.0,2,3,2,4,5,5,5,4,4,3,3,4
R0692,23,Woman,Java,IDR 5–10M,3,Supermarket,Personal care,610000,9,Sometimes,4.0,3,4,3,3,3,3,3,4,4,3,4,4.0,4,5,4,4,4,3,4,4,3,4,4,4
R0693,28,Woman,Sulawesi,IDR 10–20M,1,Minimarket,Personal care,1120000,8,Sometimes,2.0,2,2,3,4,3,3,4,3,3,2,3,4.0,3,4,4,5,5,5,4,4,5,3,3,4
R0694,29,Woman,Java,IDR 5–10M,2,Minimarket,Home care,1010000,8,Often,3.0,3,3,2,5,4,4,4,3,3,3,4,4.0,4,4,4,5,4,4,3,4,2,4,5,4
R0695,28,Woman,Java,IDR 5–10M,2,E-commerce,Personal care,870000,9,Often,4.0,4,3,4,4,4,4,5,5,4,3,3,3.0,4,4,4,4,3,4,4,4,5,4,4,5
R0696,27,Man,Java,< IDR 5M,3,Minimarket,Home care,600000,11,Rarely,5.0,4,4,4,3,3,3,4,4,3,4,4,4.0,3,3,3,3,2,3,3,3,3,4,3,4
R0697,19,Man,Java,IDR 5–10M,1,E-commerce,Home care,1140000,8,Often,3.0,3,3,4,3,3,4,3,3,3,4,3,4.0,3,3,3,4,3,3,4,3,3,5,4,4
R0698,40,Woman,Java,> IDR 20M,2,Minimarket,Food & beverages,1130000,8,Rarely,3.0,1,2,3,4,4,4,4,4,4,4,4,4.0,2,3,2,3,4,3,4,4,4,3,3,4
R0699,44,Man,Kalimantan,IDR 10–20M,4,Minimarket,Personal care,880000,9,Never,3.0,2,3,3,4,4,4,3,3,3,3,3,2.0,3,2,3,4,4,4,5,5,4,4,4,4
R0700,55,Man,Java,IDR 10–20M,4,Minimarket,Food & beverages,1320000,9,Rarely,3.0,3,3,2,5,3,4,3,4,4,4,3,4.0,3,3,3,4,5,5,5,5,5,3,5,4
R0701,39,Man,Bali & Nusa Tenggara,> IDR 20M,4,E-commerce,Food & beverages,1450000,12,Never,2.0,3,4,3,4,4,3,4,3,4,3,3,3.0,3,3,3,4,4,4,4,3,4,3,3,3
R0702,32,Man,Sumatra,< IDR 5M,1,E-commerce,Personal care,870000,5,Sometimes,4.0,3,3,3,3,3,4,3,3,2,4,4,5.0,5,5,4,4,4,4,3,3,2,5,5,5
R0703,36,Woman,Kalimantan,< IDR 5M,2,E-commerce,Food & beverages,1250000,8,Sometimes,2.0,4,4,3,4,5,4,4,4,3,3,2,2.0,4,3,4,3,3,3,4,3,3,4,4,4
R0704,44,Woman,Sumatra,IDR 10–20M,3,Minimarket,Home care,1410000,9,Rarely,2.0,3,4,4,4,4,5,4,4,4,3,2,3.0,4,2,2,4,4,4,4,5,4,3,2,3
R0705,35,Man,Java,,3,Supermarket,Home care,960000,9,Rarely,3.0,4,3,4,4,4,4,2,2,3,3,3,3.0,2,2,3,5,4,4,4,4,3,3,3,3
R0706,38,Woman,Java,IDR 5–10M,3,Supermarket,Food & beverages,1310000,9,Rarely,3.0,4,4,4,4,4,4,3,3,3,3,4,3.0,2,2,3,4,4,4,3,4,4,3,4,3
R0707,18,Man,Kalimantan,IDR 10–20M,4,E-commerce,Personal care,910000,8,Sometimes,4.0,3,3,3,3,3,3,4,3,3,3,3,3.0,4,4,5,4,4,4,3,4,4,4,4,5
R0708,42,Man,Java,IDR 10–20M,2,Supermarket,Home care,1240000,9,Rarely,3.0,3,2,3,4,4,5,4,4,4,3,4,4.0,3,3,3,3,3,3,3,4,4,3,4,4
R0709,29,Woman,Sumatra,< IDR 5M,1,Supermarket,Personal care,600000,5,Often,4.0,5,5,5,4,4,4,2,3,2,3,3,3.0,4,3,4,4,4,4,3,4,3,3,3,3
R0710,26,Man,Java,IDR 10–20M,5,E-commerce,Food & beverages,1210000,12,Never,3.0,3,3,3,5,5,5,3,4,3,4,3,3.0,4,3,4,3,4,4,4,4,4,4,4,4
R0711,23,Man,Sulawesi,IDR 5–10M,3,E-commerce,Food & beverages,850000,9,Often,3.0,3,3,2,4,4,4,3,3,3,3,4,3.0,4,4,4,4,4,4,3,3,3,4,4,4
R0712,27,Woman,Java,< IDR 5M,2,Traditional market,Home care,590000,10,Sometimes,5.0,3,4,4,3,3,3,3,3,3,3,3,3.0,4,3,3,3,3,2,2,3,3,3,2,3
R0713,33,Man,Sumatra,> IDR 20M,4,Supermarket,Personal care,1200000,7,Often,4.0,4,4,3,3,2,3,3,3,3,1,2,1.0,3,3,2,4,5,3,3,3,3,3,4,3
R0714,27,Man,Kalimantan,< IDR 5M,2,E-commerce,Food & beverages,450000,6,Often,4.0,4,4,4,3,3,3,3,3,3,3,3,2.0,3,2,3,4,3,3,3,3,2,3,3,3
R0715,37,Woman,Java,IDR 5–10M,6,E-commerce,Food & beverages,1260000,8,Sometimes,3.0,2,3,2,5,5,4,4,3,4,4,4,,3,4,3,4,4,4,4,4,4,4,4,3
R0716,49,Man,Java,IDR 10–20M,3,Supermarket,Personal care,1330000,11,Rarely,4.0,3,2,3,4,4,4,3,3,4,3,3,4.0,3,3,3,4,4,4,5,5,5,3,4,3
R0717,35,Woman,Sumatra,IDR 5–10M,5,E-commerce,Food & beverages,1050000,7,Sometimes,5.0,4,4,4,4,3,3,4,4,3,3,3,3.0,4,4,3,3,3,3,3,3,3,3,3,3
R0718,33,Woman,Sumatra,< IDR 5M,4,Minimarket,Home care,830000,11,Never,2.0,2,2,3,3,3,4,3,3,3,3,3,3.0,3,3,3,4,4,4,4,4,4,3,3,3
R0719,33,Woman,Java,IDR 5–10M,3,E-commerce,Home care,610000,9,Rarely,5.0,3,4,4,3,3,3,3,2,2,3,2,2.0,3,3,3,4,3,3,3,3,2,4,3,3
R0720,27,Woman,Java,> IDR 20M,6,Supermarket,Food & beverages,2020000,13,Rarely,3.0,3,3,4,4,4,3,5,5,4,5,5,4.0,3,4,4,3,3,3,5,3,4,4,4,4
R0721,31,Man,Java,IDR 5–10M,3,E-commerce,Food & beverages,530000,14,Sometimes,4.0,4,4,4,4,4,3,4,4,5,3,4,3.0,5,5,4,3,4,4,2,3,3,4,4,4
R0722,35,Woman,Sulawesi,IDR 10–20M,5,Supermarket,Personal care,1240000,8,Never,4.0,3,2,2,3,3,4,3,3,3,3,3,3.0,3,3,3,4,4,4,4,4,4,4,3,4
R0723,47,Woman,Java,< IDR 5M,2,Minimarket,Food & beverages,790000,13,Sometimes,3.0,4,3,4,3,3,4,3,3,4,3,3,2.0,2,3,3,4,4,4,3,4,3,3,2,3
R0724,35,Man,Bali & Nusa Tenggara,> IDR 20M,3,Minimarket,Home care,1170000,9,Never,4.0,3,3,2,3,3,4,3,3,3,3,3,3.0,3,3,2,4,4,4,3,4,4,3,3,3
R0725,34,Woman,Java,> IDR 20M,3,Supermarket,Food & beverages,1290000,12,Never,3.0,3,2,2,4,4,4,3,3,4,4,3,3.0,4,4,5,4,5,4,4,3,4,4,4,5
R0726,37,Man,Java,IDR 5–10M,2,E-commerce,Food & beverages,980000,9,Rarely,3.0,3,4,3,4,4,3,4,4,4,4,4,4.0,3,4,4,3,3,3,4,4,4,4,4,4
R0727,26,Man,Java,IDR 5–10M,3,E-commerce,Food & beverages,530000,8,Sometimes,5.0,4,4,5,3,3,3,4,3,4,4,4,4.0,3,3,3,4,4,4,3,3,3,3,3,3
R0728,31,Woman,Java,< IDR 5M,5,E-commerce,Personal care,400000,10,Rarely,5.0,5,4,4,3,3,3,4,4,4,4,4,3.0,3,3,3,4,3,4,3,2,2,4,4,4
R0729,29,Woman,Bali & Nusa Tenggara,< IDR 5M,1,Minimarket,Personal care,590000,5,Rarely,4.0,5,5,4,4,3,3,3,2,3,4,4,3.0,2,3,1,4,4,4,3,2,3,3,3,2
R0730,36,Woman,Sumatra,> IDR 20M,1,Minimarket,Food & beverages,1220000,12,Rarely,3.0,4,4,4,3,3,4,4,4,3,3,3,3.0,3,3,3,4,4,4,4,4,4,2,3,3
R0731,34,Woman,Bali & Nusa Tenggara,IDR 5–10M,4,E-commerce,Home care,1380000,10,Sometimes,3.0,3,3,3,4,4,5,4,5,5,3,3,3.0,4,3,3,4,3,3,4,4,4,3,3,4
R0732,32,Man,Sumatra,IDR 5–10M,6,E-commerce,Food & beverages,690000,8,Rarely,4.0,4,4,4,4,3,3,2,2,3,3,3,3.0,3,3,3,4,4,4,4,3,4,3,3,3
R0733,26,Woman,Sulawesi,< IDR 5M,7,E-commerce,Food & beverages,850000,7,Rarely,3.0,4,4,3,4,4,4,3,3,3,4,4,4.0,4,5,5,4,5,5,4,3,3,5,4,4
R0734,35,Woman,Java,IDR 10–20M,2,Supermarket,Home care,650000,9,Sometimes,5.0,5,5,4,3,3,3,4,3,3,2,3,2.0,3,2,2,3,3,3,3,3,3,3,3,3
R0735,30,Man,Java,> IDR 20M,5,Supermarket,Personal care,760000,9,Never,4.0,3,3,3,5,3,4,3,3,3,4,4,4.0,4,4,4,4,4,3,3,4,3,4,5,5
R0736,33,Woman,Java,IDR 5–10M,2,Minimarket,Food & beverages,1530000,10,Rarely,2.0,4,4,3,3,4,4,4,3,3,3,3,2.0,2,2,1,4,5,5,4,4,3,4,3,4
R0737,33,Woman,Kalimantan,IDR 5–10M,6,E-commerce,Food & beverages,700000,8,Sometimes,4.0,3,4,4,3,3,3,3,2,2,2,3,2.0,3,3,3,4,3,3,3,3,3,3,3,3
R0738,29,Man,Java,> IDR 20M,2,Traditional market,Home care,720000,9,Sometimes,4.0,4,5,4,4,4,4,3,2,3,3,3,3.0,4,4,4,3,3,3,4,4,4,3,3,3
R0739,27,Man,Java,< IDR 5M,3,E-commerce,Personal care,530000,10,Often,4.0,2,2,2,4,3,4,3,3,3,5,3,4.0,5,5,5,4,4,4,3,3,3,4,4,4
R0740,30,Woman,Sulawesi,< IDR 5M,6,Minimarket,Home care,420000,9,Sometimes,5.0,5,4,5,3,3,4,2,3,3,2,3,2.0,2,3,2,4,3,4,3,4,3,3,2,3
R0741,30,Woman,Sulawesi,IDR 5–10M,2,Supermarket,Home care,1190000,9,Rarely,3.0,3,2,3,5,4,4,4,4,4,4,4,3.0,3,3,4,2,3,3,4,4,4,4,4,4
R0742,43,Woman,Java,IDR 10–20M,2,Minimarket,Personal care,1810000,8,Often,4.0,3,3,3,3,3,3,3,2,3,3,3,3.0,3,2,2,5,5,5,4,4,4,4,4,4
R0743,34,Man,Java,IDR 5–10M,7,Traditional market,Food & beverages,700000,7,Sometimes,4.0,4,4,4,4,3,4,3,3,3,2,2,2.0,2,4,3,4,5,5,3,3,4,3,2,2
R0744,55,Woman,Sumatra,> IDR 20M,3,Minimarket,Food & beverages,1380000,13,Sometimes,3.0,3,3,2,3,3,4,3,3,3,4,2,3.0,3,3,3,5,4,5,5,4,5,3,3,4
R0745,36,Woman,Sumatra,< IDR 5M,3,E-commerce,Personal care,720000,5,Sometimes,3.0,3,3,4,3,3,4,4,4,3,4,4,3.0,5,4,5,5,5,4,4,3,4,4,4,4
R0746,33,Woman,Kalimantan,< IDR 5M,2,Supermarket,Food & beverages,340000,10,Often,4.0,4,4,4,4,4,4,3,3,3,3,3,3.0,3,3,3,3,3,2,2,3,3,4,4,3
R0747,31,Woman,Sulawesi,,4,Minimarket,Home care,550000,8,Sometimes,3.0,5,5,5,3,3,3,3,4,3,3,3,2.0,4,3,3,3,4,4,3,4,3,3,3,3
R0748,33,Woman,Sumatra,< IDR 5M,2,E-commerce,Personal care,920000,7,Sometimes,5.0,3,3,3,4,4,4,4,4,4,3,4,4.0,5,4,4,3,3,3,4,4,3,4,4,4
R0749,32,Woman,Sulawesi,< IDR 5M,5,Minimarket,Food & beverages,1110000,9,Sometimes,2.0,3,3,3,3,3,3,3,4,4,2,2,2.0,4,4,4,4,3,4,3,3,4,4,5,5
R0750,44,Woman,Java,IDR 5–10M,3,Minimarket,Personal care,1370000,8,Never,2.0,2,3,3,5,5,5,4,4,3,3,3,3.0,3,3,3,4,4,4,4,4,4,2,2,3
R0751,31,Woman,Sulawesi,IDR 5–10M,3,E-commerce,Personal care,640000,9,Rarely,5.0,5,4,5,4,4,4,4,3,3,3,3,3.0,4,3,4,4,3,4,3,3,3,2,3,3
R0752,31,Man,Java,> IDR 20M,3,Supermarket,Personal care,1040000,8,Never,3.0,3,2,3,5,4,5,2,2,2,4,4,4.0,3,2,2,3,4,4,5,5,5,2,3,2
R0753,30,Woman,Java,IDR 5–10M,4,E-commerce,Home care,1160000,13,Sometimes,3.0,2,2,3,4,4,4,4,4,3,4,4,3.0,3,3,4,3,4,3,4,2,4,4,3,3
R0754,30,Woman,Java,IDR 5–10M,3,E-commerce,Home care,1690000,9,Rarely,3.0,3,3,4,4,5,5,4,3,4,4,3,4.0,2,4,3,3,3,3,5,5,4,5,4,4
R0755,34,Man,Sumatra,IDR 5–10M,3,E-commerce,Home care,930000,8,Rarely,3.0,4,4,4,4,3,3,4,4,3,3,4,4.0,3,3,3,5,5,4,5,4,5,4,4,3
R0756,21,Man,Kalimantan,< IDR 5M,2,Supermarket,Home care,690000,11,Often,5.0,4,4,5,4,3,3,3,4,3,3,3,3.0,3,4,4,3,4,3,3,4,3,3,3,3
R0757,37,Woman,Sulawesi,> IDR 20M,5,Minimarket,Home care,1930000,8,Rarely,3.0,4,3,3,4,4,4,3,3,3,3,4,3.0,3,3,3,3,3,3,4,4,4,3,3,3
R0758,25,Woman,Sulawesi,< IDR 5M,4,E-commerce,Food & beverages,820000,7,Often,3.0,4,4,4,4,4,5,3,3,2,3,4,3.0,4,5,4,3,4,3,3,3,4,5,4,3
R0759,29,Woman,Java,IDR 10–20M,4,Supermarket,Food & beverages,1390000,10,Never,3.0,3,3,3,4,4,4,3,4,4,3,3,2.0,2,2,2,5,5,4,4,4,3,2,2,3
R0760,29,Man,Java,IDR 5–10M,1,Traditional market,Food & beverages,510000,8,Sometimes,4.0,3,3,4,4,4,3,2,3,3,3,2,,2,2,3,3,4,3,4,3,3,3,3,3
R0761,18,Woman,Sumatra,< IDR 5M,4,E-commerce,Personal care,860000,6,Often,4.0,4,3,3,5,4,5,3,3,3,4,3,3.0,4,5,5,4,4,5,4,3,3,4,4,4
R0762,40,Woman,Kalimantan,IDR 10–20M,2,Minimarket,Personal care,1700000,8,Sometimes,3.0,4,3,4,4,3,3,3,3,3,3,4,3.0,3,3,3,4,4,4,4,5,5,3,3,4
R0763,26,Man,Sumatra,IDR 5–10M,3,Traditional market,Home care,580000,8,Sometimes,5.0,5,5,5,3,3,3,3,3,3,3,3,3.0,3,3,4,4,3,3,3,2,4,2,2,2
R0764,39,Woman,Kalimantan,IDR 10–20M,2,Minimarket,Personal care,1370000,6,Rarely,4.0,3,2,2,5,5,5,5,5,5,3,4,4.0,3,2,2,4,4,3,4,5,4,4,3,3
R0765,32,Man,Java,< IDR 5M,3,Minimarket,Home care,660000,11,Rarely,3.0,3,3,3,4,4,4,3,2,3,3,3,3.0,4,4,4,5,5,5,4,4,4,3,4,4
R0766,31,Man,Java,IDR 5–10M,5,E-commerce,Food & beverages,1140000,6,Sometimes,4.0,2,3,2,4,4,4,3,3,3,4,3,4.0,3,3,4,4,3,4,3,3,4,4,4,4
R0767,41,Man,Java,IDR 5–10M,5,Supermarket,Food & beverages,1480000,11,Rarely,3.0,3,3,3,4,2,3,3,4,3,2,3,3.0,2,1,2,4,3,3,4,3,4,3,3,3
R0768,40,Woman,Java,< IDR 5M,6,Supermarket,Home care,460000,7,Never,4.0,5,5,4,3,4,3,2,2,3,3,3,2.0,3,3,2,3,3,3,3,3,2,3,4,4
R0769,29,Woman,Sumatra,IDR 10–20M,6,Supermarket,Personal care,1220000,8,Never,3.0,2,3,2,4,4,5,4,4,3,4,4,5.0,3,3,4,4,3,4,3,4,3,4,3,4
R0770,32,Woman,Java,> IDR 20M,4,Minimarket,Home care,1230000,13,Never,3.0,3,3,2,4,5,5,3,3,3,3,4,3.0,2,3,4,4,3,3,3,3,3,3,4,3
R0771,27,Man,Java,< IDR 5M,4,E-commerce,Food & beverages,870000,5,Often,4.0,4,3,4,3,4,3,3,3,3,3,3,3.0,4,4,4,3,3,4,4,3,3,5,4,4
R0772,18,Man,Kalimantan,IDR 5–10M,5,Traditional market,Food & beverages,730000,10,Often,4.0,4,4,3,4,4,4,4,4,3,2,3,2.0,4,4,4,3,2,3,3,2,3,5,4,4
R0773,32,Woman,Java,IDR 10–20M,3,Traditional market,Food & beverages,890000,6,Often,4.0,4,4,4,4,3,4,3,3,3,3,3,3.0,2,2,2,3,3,4,3,2,3,3,3,3
R0774,23,Man,Bali & Nusa Tenggara,IDR 10–20M,2,E-commerce,Personal care,1090000,10,Sometimes,4.0,3,3,3,4,4,3,3,3,3,3,3,3.0,4,3,4,3,3,3,3,3,3,5,5,5
R0775,25,Woman,Java,IDR 10–20M,2,E-commerce,Home care,1270000,9,Rarely,2.0,3,3,3,4,3,2,4,3,4,4,3,3.0,3,3,3,5,5,5,5,5,4,4,3,3
R0776,37,Woman,Sumatra,< IDR 5M,7,Minimarket,Food & beverages,510000,6,Often,5.0,4,4,4,3,3,3,3,3,3,2,3,3.0,2,3,3,3,3,3,3,3,4,3,3,4
R0777,41,Woman,Java,IDR 10–20M,3,Minimarket,Personal care,1410000,12,Never,3.0,3,3,3,3,4,3,3,4,3,4,3,3.0,3,4,3,5,4,4,5,4,4,3,4,3
R0778,25,Woman,Java,IDR 5–10M,2,Traditional market,Personal care,1010000,9,Often,4.0,4,5,5,3,2,2,3,3,3,3,3,2.0,2,2,2,4,4,4,3,4,3,4,3,3
R0779,36,Woman,Sumatra,> IDR 20M,3,E-commerce,Food & beverages,1570000,7,Never,3.0,3,3,2,4,4,4,3,3,4,3,3,3.0,3,3,3,5,5,5,5,4,4,3,4,3
R0780,26,Woman,Java,IDR 5–10M,5,Minimarket,Home care,510000,8,Often,4.0,4,4,4,4,3,4,4,4,3,2,2,2.0,4,3,3,4,4,3,4,4,3,4,3,3
R0781,34,Woman,Java,IDR 10–20M,3,Supermarket,Home care,960000,8,Sometimes,4.0,5,5,4,3,4,3,2,3,3,3,3,3.0,4,3,4,3,2,3,3,3,3,3,4,4
R0782,34,Woman,Sumatra,< IDR 5M,3,E-commerce,Personal care,740000,10,Often,4.0,4,2,4,4,4,4,3,4,3,4,3,3.0,5,5,5,4,3,3,3,4,3,3,4,3
R0783,38,Man,Sulawesi,< IDR 5M,3,Minimarket,Home care,560000,6,Sometimes,5.0,4,4,4,3,3,3,3,3,3,2,3,2.0,4,3,3,3,4,3,4,3,3,3,3,3
R0784,43,Woman,Sumatra,> IDR 20M,5,E-commerce,Personal care,1710000,11,Rarely,4.0,3,2,3,5,5,5,4,5,5,4,4,4.0,3,3,4,3,4,3,4,4,4,4,4,4
R0785,31,Man,Sumatra,IDR 5–10M,1,Minimarket,Personal care,870000,9,Sometimes,4.0,4,4,4,5,4,4,2,3,2,2,2,3.0,3,3,2,4,4,4,3,3,3,2,2,2
R0786,47,Woman,Kalimantan,> IDR 20M,4,E-commerce,Food & beverages,1050000,10,Never,5.0,4,4,4,3,2,3,2,3,3,3,4,4.0,4,4,4,3,3,4,2,3,3,4,4,4
R0787,30,Woman,Java,IDR 10–20M,4,E-commerce,Personal care,1200000,7,Sometimes,5.0,4,3,3,4,4,4,4,4,4,4,3,3.0,5,5,5,4,3,4,2,3,3,4,4,5
R0788,46,Man,Bali & Nusa Tenggara,> IDR 20M,4,Minimarket,Personal care,1520000,8,Never,4.0,3,2,2,5,5,5,4,4,3,3,4,4.0,3,3,3,4,4,4,4,4,4,4,3,4
R0789,21,Woman,Java,< IDR 5M,1,E-commerce,Food & beverages,580000,7,Rarely,,3,3,4,3,4,4,4,3,3,4,4,3.0,4,4,4,3,3,3,3,3,3,5,5,5
R0790,39,Man,Sulawesi,> IDR 20M,1,Supermarket,Personal care,1350000,9,Rarely,3.0,3,3,3,4,4,5,3,2,3,2,3,3.0,4,3,3,4,5,4,5,3,5,2,3,2
R0791,32,Woman,Sumatra,< IDR 5M,3,E-commerce,Food & beverages,500000,6,Sometimes,5.0,4,4,4,4,3,3,2,3,2,4,4,3.0,2,3,3,4,4,4,3,3,2,4,3,3
R0792,39,Woman,Java,IDR 5–10M,5,Minimarket,Home care,840000,11,Rarely,2.0,4,3,3,3,3,3,4,3,4,2,2,2.0,3,3,3,4,3,4,4,4,4,4,4,4
R0793,22,Woman,Sulawesi,> IDR 20M,5,Supermarket,Home care,1310000,9,Sometimes,4.0,3,4,4,4,3,4,4,3,4,2,3,3.0,3,3,3,3,4,4,2,2,2,4,3,3
R0794,33,Man,Java,IDR 10–20M,3,Minimarket,Food & beverages,860000,7,Sometimes,3.0,3,2,3,4,4,4,3,4,3,3,3,3.0,2,2,2,5,5,4,5,5,5,2,3,3
R0795,37,Man,Java,IDR 10–20M,5,Supermarket,Personal care,740000,5,Often,5.0,4,4,4,4,5,4,3,3,2,1,2,2.0,3,3,3,3,3,3,3,3,4,2,3,3
R0796,28,Woman,Kalimantan,> IDR 20M,3,Minimarket,Home care,2330000,13,Never,4.0,5,4,4,4,4,4,3,4,3,4,4,4.0,3,3,3,4,5,5,5,5,5,4,4,3
R0797,36,Woman,Bali & Nusa Tenggara,< IDR 5M,3,Minimarket,Food & beverages,540000,6,Sometimes,4.0,4,4,5,3,2,3,4,3,3,2,2,2.0,4,4,4,4,3,5,3,3,3,2,3,2
R0798,32,Man,Sumatra,IDR 10–20M,1,E-commerce,Food & beverages,1770000,11,Often,4.0,3,3,3,3,4,4,2,3,3,3,3,4.0,3,4,3,4,4,4,4,2,3,5,5,4
R0799,30,Man,Java,IDR 5–10M,3,Minimarket,Personal care,440000,6,Often,4.0,4,4,3,3,4,3,3,4,3,3,4,3.0,3,3,2,3,4,3,2,3,2,4,4,3
R0800,18,Man,Java,IDR 10–20M,3,E-commerce,Personal care,850000,11,Often,4.0,4,4,3,3,4,4,4,3,3,4,4,4.0,4,5,4,4,3,3,4,3,4,5,5,5
